18151089127936	0
567493009936	3
18159679128080	1
20358702301712	6
23659518885888	0
18165114880592	4
22559873040384	0
18335772723728	0
22695164575744	7
18164041204304	5
23794676203520	0
18165114946128	6
22733819215872	7
557501008	3
23798971105280	6
18335839963664	5
22733819215872	7
18331477887504	5
23798971105280	6
691554964	3
22733819215872	7
691554960	0
23798971105280	6
557337232	0
22733819215872	7
557404756	1
23798971105280	6
557405780	3
22733819215872	7
557404752	1
23798971105280	6
557405776	3
22733819215872	7
20427488903696	4
23798971105280	6
20358769558032	4
22733819215872	7
20358769426960	2
23798971105280	6
20427421794816	1
22733819215872	7
18161960768008	0
23798971105280	6
18161826550280	0
22733819215872	7
22557859848848	7
23798971105280	4
18159813337744	7
22695231684608	7
22697446212242	7
23794743312384	6
18299399701138	7
22557792731136	7
567493141138	5
23657304358912	8
557402770	2
22729591422976	7
557402642	2
23794743312384	6
18230613201488	1
23657237250048	6
18230613197392	1
22695332299282	2
18230277652500	1
23657237250048	6
294225183240	2
22695332299282	2
618495475984	3
23657237250048	5
20074965516552	5
22562020672080	5
706802763796	3
22557725709904	4
706802763792	3
22557725578768	4
11699511501460	4
18164041274896	4
11699511370388	4
18164041142960	5
22553497195144	7
18159746339472	1
18155450684040	1
18331544994448	4
23653008818824	2
18297185288848	1
23652941709832	0
18228532871168	0
11733871108624	4
18233767362560	0
23652941709832	0
22559873040384	7
11733871108624	4
18161826529280	7
23652941709832	6
22699593716242	0
22695332168192	2
22699459498514	6
22622317330952	7
22562020545042	0
18224237270536	2
9501025043088	3
22540713218704	6
20432924770304	0
18224237270536	0
20364071075840	6
18224270823944	2
22733886472786	4
22609399141008	0
22699526767186	7
22540545446544	6
18301480256080	3
23653075927624	0
18333692461056	4
22553597854280	7
18299332755456	7
23653075927624	0
18301480223312	4
22553597854280	7
18301480256080	6
18327316480584	0
18335839961680	4
18292990296648	6
18335772721744	0
23653075927624	0
9368954733074	4
22553597854280	7
18335772721744	0
23653075927624	0
9368954733074	4
22553597854280	7
18335772721744	0
23653075927624	0
9368954733074	4
22553597854280	7
18335772721744	0
23653075927624	0
9368954733074	4
22553597854280	7
18335772721744	0
23653075927624	0
9368954733074	4
22553597854280	1
18151089127936	0
567493009936	5
18159679128080	1
557337104	3
18161826529280	0
20358702318096	1
